utterance_id,emotion,speaker_gender,crop_side,start,end,path,vlm_analysis,paligemma_emotion
Ses03F_impro08_F028,neu,F,left,160.46,165.05,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_F028.avi,"A young adult woman with shoulder-length dark hair styled in a bun sits centered in the frame against a plain white wall. She wears a reddish-brown top and a watch on her left wrist. Her gaze is directed downwards towards her lap, and her head is slightly tilted down. Her expression is neutral or slightly pensive, with relaxed eyebrows and a closed mouth. She fidgets with her hands, suggesting a degree of restlessness or preoccupation. Her body language remains relatively still, with minimal movement aside from the subtle hand gestures. The lighting is dim, casting shadows on her face, making it difficult to discern finer details like eye color or skin tone. The overall impression is one of quiet contemplation or mild concern, reinforced by her downward gaze, still posture, and subtle hand movements. The scene remains static throughout, with no camera movement or changes in the background.",neutral
Ses03F_impro08_F029,neu,F,left,165.07,167.755,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_F029.avi,"A young adult woman with dark hair styled in an updo sits centered against a plain white wall, wearing a reddish-brown top and a metallic bracelet on her left wrist. She is engaged in conversation, indicated by subtle mouth movements as she talks. Her gaze is directed slightly downwards, suggesting focus on something off-screen. Her expression remains neutral throughout, with no significant changes in facial features such as eyebrow position or mouth corners. Her body language is relatively still, with minimal movement apart from slight hand gestures accompanying her speech. Her head remains mostly upright, with occasional small nods for emphasis. The overall impression is one of calmness and attentiveness, with her neutral expression and focused gaze indicating engagement in the conversation. The lighting is even but somewhat dim, making it difficult to discern finer details like eye color or skin tone. The scene remains static, with no camera movement or changes in background.",neutral
Ses03F_impro08_M000,ang,M,right,4.92,9.77,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M000.avi,"A young adult male with short black hair sits in a director's chair, wearing a red t-shirt and dark shorts. He has a neutral expression, with his arms crossed over his chest, and is engaged in conversation, as indicated by subtle mouth movements. His gaze shifts between looking forward and slightly to the right, suggesting he is addressing someone off-screen. He maintains a relatively still posture throughout, with minimal body movement aside from slight shifts in weight. His facial expressions remain consistent, showing no significant changes in eyebrow position or mouth shape beyond those associated with speaking. The overall demeanor suggests a calm and focused state, possibly indicating attentiveness or contemplation during the conversation.

In the background, another individual with short brown hair walks across the room from left to right, briefly passing behind the seated man. This person's face is not clearly visible due to distance and lighting, making it difficult to discern their facial expressions or body language. The scene takes place in a dimly lit indoor setting, with the camera remaining static and focused on the seated man. The limited visibility of the second individual makes it challenging to analyze their actions or emotional state.",neutral
Ses03F_impro08_M001,xxx,M,right,10.75,14.73,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M001.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a recording studio setting. He has short, straight black hair and is clean-shaven with light stubble. Wearing a dark red polo shirt and dark-colored shorts, he sits facing slightly to the right of the camera, maintaining a generally neutral expression. His arms are crossed over his chest, suggesting a relaxed yet somewhat reserved posture.

Initially, his mouth corners are slightly downturned, but they transition to a more neutral position as he begins to speak. His primary facial action is talking, evident through lip and jaw movements. He blinks naturally throughout the video, and his gaze shifts between looking directly at the camera and glancing off-screen to the right, indicating engagement with an interviewer or audience off-camera. His eyebrows remain relatively neutral, without significant raising or furrowing.

His body language remains consistent, with crossed arms and minimal head movement, reinforcing a sense of calm composure. The subtle shift in his mouth corners from downturned to neutral suggests a change in his emotional state, possibly from a moment of contemplation to a more engaged demeanor as he speaks. This change aligns with the act of speaking, which involves lip and jaw movements. His overall demeanor, combined with the crossed",neutral
Ses03F_impro08_M002,xxx,M,right,14.73,19.27,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M002.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a recording studio setting. He has short, straight black hair and is clean-shaven with light stubble. Wearing a dark red polo shirt and blue shorts, he sits facing slightly to the right of the camera, maintaining a generally neutral expression throughout. His gaze is directed off-camera, suggesting engagement in conversation or an interview. The man speaks consistently, his mouth moving naturally with his words, and occasionally nods subtly, indicating agreement or emphasis. He uses hand gestures while speaking, though these are not overly animated. His eyebrows remain relatively neutral, without significant furrowing or raising, and his eye corners appear neutral as well. His overall demeanor suggests attentiveness and engagement in the interaction, with no strong emotional displays. The lighting is even and moderately bright, likely from overhead studio lights, creating subtle shadows on his face. The background remains static, focusing solely on the individual.",neutral
Ses03F_impro08_M003,xxx,M,right,23.28,26.11,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M003.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a recording studio setting. He has short, straight black hair and is clean-shaven with light stubble. Wearing a dark red t-shirt and dark shorts, he maintains a generally neutral expression throughout the video. His gaze is directed slightly to his right, towards someone off-camera, as he engages in conversation. His mouth moves naturally as he speaks, with subtle upturns at the corners suggesting moments of engagement or emphasis. He occasionally nods his head subtly, indicating agreement or acknowledgment during the conversation. His body remains relatively still, with minor shifts in posture, and he uses hand gestures while speaking, though these are not overly animated. The lighting in the room is even and moderately bright, coming from overhead fluorescent lights. The overall impression is one of focused engagement in a conversational context, with his facial expressions and body language reflecting active participation in the discussion.",neutral
Ses03F_impro08_M004,fru,M,right,29.48,38.02,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M004.avi,"The video features a young adult male with short black hair, a light beard, and a five o'clock shadow, seated in a director's chair. He is wearing a dark red t-shirt and denim shorts, with an arm sling on his right arm. Initially, he maintains a neutral expression, looking directly at the camera. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain relatively neutral throughout, with no significant furrowing or raising. He makes subtle hand gestures while speaking, occasionally nodding his head slightly for emphasis. His gaze shifts between looking directly at the camera and glancing down or to the side as he speaks. The corners of his mouth turn upwards into a slight smile intermittently, suggesting moments of engagement or agreement with what he is saying. His overall demeanor remains calm and composed, with minimal body movement aside from the hand gestures and head nods. The lighting is even and moderately bright, coming from overhead fluorescent lights. The background consists of plain walls and a doorway, indicating an indoor setting. There are no discernible camera movements.",neutral
Ses03F_impro08_M005,xxx,M,right,39.5,40.75,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M005.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a room with plain white walls and a closed door visible in the background. He is wearing a dark red t-shirt and dark shorts, with short, straight black hair and light stubble on his face. The lighting in the room is even but somewhat dim, casting subtle shadows on his face.

Initially, he maintains a neutral expression, with his gaze directed slightly downwards towards something off-camera. His hands rest on his lap, and he remains relatively still. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain mostly neutral, with occasional slight furrowing, indicating concentration or thoughtfulness. He makes small hand gestures while speaking, emphasizing points in his conversation. His head remains relatively still, facing forward, with occasional slight nods for emphasis. His overall demeanor suggests engagement in a thoughtful discussion or presentation.

His facial expressions shift subtly as he speaks, reflecting the nuances of his communication. His mouth corners move dynamically, sometimes upturning slightly when he emphasizes certain words or phrases, and at other times downturning slightly during more serious parts of his speech. This dynamic movement of his mouth corners contributes to the impression of active engagement in conveying information.

Throughout the",neutral
Ses03F_impro08_M006,ang,M,right,47.79,52.77,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M006.avi,"The video features a young adult male with short black hair, sitting in a director's chair facing slightly to the right. He is wearing a dark red t-shirt and dark shorts, with a small bandage visible on his left upper arm. Initially, he maintains a neutral expression, with his gaze directed off-screen to the right, suggesting engagement with someone or something outside the frame. As he begins to speak, his mouth moves naturally, and subtle eyebrow movements accompany his words. His head remains relatively still, with occasional slight turns towards the right, indicating active listening or responding to an unseen interlocutor. He uses hand gestures while speaking, emphasizing points in his conversation. His overall demeanor is calm and focused, with no significant changes in facial expressions beyond those associated with speaking. The lighting in the room is even but somewhat dim, casting soft shadows on his face. The scene remains static throughout, with no camera movement or changes in the background.",neutral
Ses03F_impro08_M007,ang,M,right,56.8557,58.79,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M007.avi,"The video features a young adult male of East Asian descent seated in a director's chair, engaged in conversation. He has short, straight black hair and is wearing a dark red t-shirt with an indistinct logo. His facial expression remains predominantly neutral throughout the clip, with occasional subtle shifts towards seriousness or thoughtfulness. His gaze is directed slightly downwards, suggesting he may be referring to notes or a script. The man's mouth moves as he speaks, indicating active engagement in conversation. He uses hand gestures while speaking, emphasizing points or illustrating his words. His head remains relatively still, facing forward, with slight nods accompanying his speech. His body language is relaxed yet attentive, consistent with someone delivering a presentation or participating in a discussion. The overall demeanor suggests a focused and thoughtful communication style.",neutral
Ses03F_impro08_M008,ang,M,right,58.79,63.87,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M008.avi,"The video features a young adult male of East Asian descent seated in a director's chair, engaged in conversation. He has short, straight black hair and is clean-shaven with light stubble. Wearing a red t-shirt and dark shorts, he maintains a generally neutral expression throughout the clip. His gaze shifts between looking directly at the camera and glancing down or to the side as he speaks. His mouth moves naturally with his words, occasionally revealing his teeth. He uses hand gestures while speaking, emphasizing points in the conversation. His head remains relatively still, with occasional slight nods and tilts for emphasis. The corners of his eyes appear slightly downturned, and his eyebrows remain mostly neutral, with subtle raises coinciding with moments of emphasis. His overall demeanor suggests engagement and attentiveness in the conversation. The lighting is even and moderately bright, coming from overhead fluorescent lights.",neutral
Ses03F_impro08_M009,ang,M,right,68.69,71.58,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M009.avi,"The video features a young adult male with short black hair, light skin, and a five o'clock shadow, seated in front of a microphone. He is wearing a dark red t-shirt and dark shorts, with an arm sling on his right arm. Initially, he maintains a neutral expression, looking directly at the camera. As he begins to speak, his mouth moves, and his teeth become visible. His eyebrows remain relatively neutral throughout, with no significant raising or furrowing. He makes small hand gestures while speaking, occasionally nodding his head slightly. His gaze shifts between the camera and something off-screen to his right. As he continues speaking, his expression becomes more engaged, with subtle smiles appearing intermittently. His body language remains relaxed, with minimal movement aside from the hand gestures and slight head nods. The overall impression is one of focused engagement in a conversation, possibly explaining or presenting information. The subtle smiles suggest moments of connection or emphasis during his speech. The lack of significant eyebrow movement and consistent gaze direction indicate a controlled and attentive demeanor. The lighting is even and moderately bright, coming from overhead fluorescent lights.",neutral
Ses03F_impro08_M010,ang,M,right,73.77,76.9,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M010.avi,"The video features a young adult male with short black hair, sitting in a director's chair facing slightly to the right. He is wearing a red t-shirt and dark shorts, with no visible accessories. His gaze is directed off-screen to his right, indicating he is engaged in conversation with someone unseen. Initially, his expression is neutral, but as he begins speaking, his mouth corners turn upwards into a subtle smile, suggesting a positive or agreeable response. This smile is accompanied by slight eyebrow raises, further emphasizing his engagement. He uses hand gestures while speaking, adding emphasis to his words, and occasionally nods his head subtly, reinforcing his points. His body language remains relatively still, primarily focused on the interaction. As he continues speaking, his facial expressions shift between neutral and smiling, reflecting the flow of the conversation. His speech is accompanied by natural blinking and occasional squinting, possibly due to concentration or lighting conditions. The overall impression is one of a relaxed yet attentive individual actively participating in a discussion.",neutral
Ses03F_impro08_M011,ang,M,right,76.99,81.6925,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M011.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a recording studio setting. He is wearing a red t-shirt and dark shorts, with short, straight black hair and light stubble on his face. The man is engaged in conversation, as indicated by his mouth movements and subtle facial expressions. Initially, he maintains a neutral expression, but as he speaks, his eyebrows furrow slightly, suggesting concentration or thoughtfulness. His gaze shifts between looking directly at the camera and glancing down or to the side, indicating engagement with an off-screen interviewer. He uses hand gestures while speaking, emphasizing points in the conversation. His head remains relatively still, facing forward, with occasional slight tilts and nods. His body language is relaxed yet attentive, with minimal fidgeting. As he continues speaking, his expression becomes more animated, reflecting increased engagement in the discussion. His mouth corners move dynamically, sometimes upturning into a smile, particularly when making a point, and at other times downturning slightly during pauses. These dynamic mouth movements, combined with the furrowed brows and shifting gaze, suggest a thoughtful and engaged emotional state. The overall impression is one of active participation in a conversation, with his facial expressions and body language conveying a sense of",neutral
Ses03F_impro08_M012,ang,M,right,81.75,83.41,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M012.avi,"The video features a young adult male with short black hair, a light beard, and a five o'clock shadow, seated in a director's chair facing slightly to the right. He is wearing a dark red t-shirt and shorts, with his gaze directed off-screen to the right, suggesting he is engaged in conversation with someone unseen. Initially, his expression is neutral, but as he begins speaking, his mouth corners turn upwards into a subtle smile, indicating engagement or agreement. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. He uses hand gestures while speaking, emphasizing points in the conversation, and occasionally nods his head subtly, further reinforcing his engagement. His body language remains relaxed and comfortable, consistent with a casual setting. The man's facial expressions shift from neutral to a more engaged and positive demeanor as he speaks, marked by the upturned mouth corners and subtle smiles. His hand gestures and head nods contribute to the overall impression of active participation in the conversation. The combination of these facial actions, body language, and vocal activity suggests an emotional state of interest and engagement. The lighting in the room is somewhat dim, casting subtle shadows on his face, which makes it difficult to discern finer details like eye color and skin tone. The camera remains static, focused solely on",neutral
Ses03F_impro08_M013,xxx,M,right,83.4875,85.5425,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M013.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a room with plain white walls and a partially visible doorway. He wears a dark red t-shirt and dark shorts, with short, straight black hair and light stubble on his face. The man is engaged in conversation, indicated by subtle mouth movements as he speaks. His gaze is directed slightly to the right of the camera, suggesting he is addressing someone off-screen. His expression remains neutral throughout, with no significant changes in eyebrow position or mouth shape. He maintains a relatively still posture, with minimal body movement aside from slight hand gestures accompanying his speech. His head remains mostly still, facing forward, with occasional small nods for emphasis. The lighting in the room is even but somewhat dim, casting subtle shadows on his face. Overall, the impression is one of calm engagement in a conversation, with his neutral expression and minimal body language suggesting a focused and attentive demeanor.",neutral
Ses03F_impro08_M014,ang,M,right,90.305,93.8825,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M014.avi,"The video features a young adult male with short black hair, sitting in a director's chair facing slightly to the right. He is wearing a dark red t-shirt and has an arm sling on his right arm. Initially, he maintains a neutral expression, with his gaze directed off-screen to the right. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain relatively neutral throughout, without significant furrowing or raising. He makes subtle hand gestures while speaking, though they are not fully visible due to the camera angle. His head remains mostly still, with occasional slight turns towards the right, following his gaze. He blinks naturally throughout the video. The overall demeanor suggests a calm and focused state as he engages in conversation. His facial expressions shift subtly from neutral to more engaged as he speaks, reflecting his involvement in the discussion. The limited visibility of his body language restricts a full assessment of his posture and gestures, but his head movements and gaze direction suggest attentiveness to something or someone off-camera. The lack of pronounced facial expressions like smiling or frowning reinforces the impression of a serious and thoughtful engagement.",neutral
Ses03F_impro08_M015,ang,M,right,97.5,101.72,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M015.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a recording studio setting. He is wearing a red t-shirt and dark shorts, with short, straight black hair and light stubble on his face. His gaze is directed slightly downwards towards something off-screen, possibly a microphone or notes. Initially, he maintains a neutral expression, but as he begins to speak, subtle shifts occur. His mouth corners turn upwards into a slight smile, suggesting engagement or mild amusement. This change coincides with a slight raising of his eyebrows, indicating interest or emphasis. He uses hand gestures while speaking, adding expressiveness to his communication. His head remains relatively still, facing forward, with occasional slight nods for emphasis. The overall demeanor suggests a focused yet relaxed state, with his body language conveying attentiveness and engagement in the conversation. The lighting is even and moderately bright, likely from overhead studio lights, creating some shadows on his face.",neutral
Ses03F_impro08_M016,fru,M,right,104.76,109.39,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M016.avi,"The video features a young adult male with short black hair, centered in the frame, wearing a dark red t-shirt and dark shorts. He is clean-shaven and has no visible accessories. Initially, his expression is neutral, with his gaze directed slightly downwards. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain relatively neutral throughout, without significant raising or furrowing. He makes subtle hand gestures while speaking, though they are not fully visible due to the camera angle. His head remains mostly still, facing forward, with occasional slight tilts. His overall demeanor suggests a calm and focused state as he engages in conversation. The corners of his mouth turn upwards slightly when he speaks, indicating engagement. His body language, including the subtle hand gestures and consistent head position, reinforces the impression of a calm and focused individual engaged in conversation. The lack of dramatic facial expressions or body movements further supports this interpretation. The lighting is even but somewhat dim, making it difficult to discern finer details like skin texture or eye color. The background is nondescript, suggesting an indoor setting. There are no noticeable camera movements, maintaining a static shot of the subject.",neutral
Ses03F_impro08_M017,fru,M,right,113.73,120.4,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M017.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a room with plain walls and a partially visible door. He has short, straight black hair and is wearing a maroon t-shirt and dark shorts. The lighting is even and moderately bright, coming from overhead fluorescent lights. He is engaged in conversation, indicated by subtle mouth movements as he talks. His gaze is directed slightly downwards and to his right, suggesting he is addressing someone off-camera. His expression remains neutral throughout, with no significant changes in eyebrow position or mouth shape. He maintains a relatively still posture, with minimal body movement aside from slight shifts in his seated position. His head remains mostly still, facing forward, with occasional small nods for emphasis during his speech. He blinks naturally, and his overall demeanor suggests a calm and focused engagement in the conversation. The lack of pronounced facial expressions, combined with the consistent gaze direction and minimal body language, reinforces the impression of a thoughtful and attentive listener.",neutral
Ses03F_impro08_M018,fru,M,right,123.38,126.21,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M018.avi,"The video features a young adult male with short black hair, sitting in a director's chair facing slightly to the right. He is unshaven and wears a dark red t-shirt with an indistinct logo. Initially, his expression is neutral, with his gaze directed downwards towards something off-screen. His mouth corners are slightly downturned, and he maintains a relatively still posture, with minimal body movement. As he begins to speak, his mouth moves, and his teeth become briefly visible. His eyebrows remain mostly neutral but occasionally furrow slightly, indicating concentration or thoughtfulness. He makes subtle hand gestures while speaking, though they are not fully visible due to the camera angle. His head remains relatively still, with occasional slight tilts and nods as he speaks. The overall impression is one of focused engagement, possibly in a conversation or presentation. His facial expressions shift subtly between neutral and pensive, reflecting his engagement with the topic at hand. The slight furrowing of his brows and the downturned mouth corners contribute to the pensive expression, suggesting contemplation or focus. The hand gestures and head movements further reinforce this engaged state, indicating active participation in the communication process. The lighting is dim, casting some shadows on his face, which makes it difficult to discern finer details like eye",sad
Ses03F_impro08_M019,fru,M,right,126.28,129.095,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M019.avi,"The video features a young adult male with short black hair, sitting in a director's chair on the right side of the frame. He is wearing a dark red t-shirt and has a white cast on his right arm. His gaze is directed towards the left side of the frame, where a microphone is positioned. Initially, he appears pensive or neutral, with his mouth corners slightly downturned and eyebrows relaxed. He touches his face near his ear, possibly adjusting his cast or reacting to discomfort. As he begins to speak, his expression shifts to one of engagement, with his mouth corners turning upwards into a subtle smile. His facial actions include talking, blinking, and occasional squinting, which may be due to concentration or the lighting conditions. He nods subtly while speaking, indicating agreement or emphasis, and makes small hand gestures with his left hand, though they are partially obscured by the cast. His head remains relatively still, facing forward, with slight tilts and turns as he speaks. The overall impression is that he is engaged in a conversation, possibly explaining something related to the microphone setup. His body language suggests attentiveness and focus on the task at hand. The combination of his subtle smile, nodding, and hand gestures indicates active participation in the interaction. The shift from",sad
Ses03F_impro08_M020,xxx,M,right,129.33,132.47,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M020.avi,"The video features a young adult male of East Asian descent seated in a director's chair. He has short, straight black hair and is wearing a dark red t-shirt with a graphic design and dark shorts. His face is clean-shaven, and he maintains a neutral expression throughout the video. The man engages in conversation, indicated by subtle mouth movements as he speaks. His gaze shifts between looking directly at the camera and glancing down or to the side, suggesting moments of thoughtfulness or reflection. He occasionally nods his head slightly, emphasizing points in his speech. His body remains relatively still, with minimal movement aside from these slight head nods and the natural motions associated with speaking. His overall demeanor is calm and composed, with no significant changes in facial expressions or body language. The setting is a simple indoor space with plain walls and even lighting, contributing to an impression of focused engagement in a conversation or presentation.",neutral
Ses03F_impro08_M021,neu,M,right,132.51,134.5925,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M021.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a room with plain white walls and a partially visible doorway. He is wearing a maroon t-shirt and dark shorts, with short, straight black hair and light stubble on his face. His gaze is directed downwards towards his lap or hands, which rest on the chair's armrests. Throughout the video, he maintains a neutral expression, with minimal facial movement. His mouth remains mostly closed, occasionally opening slightly as if preparing to speak, but no words are audible. His eyebrows stay relaxed, and there are no significant changes in his eye corners. He exhibits subtle hand gestures while seated, though these are not clearly defined due to the camera angle. His head remains relatively still, facing forward, with occasional slight tilts. The overall demeanor suggests a calm and focused state, possibly engaged in thought or listening intently. The lighting in the room is even and moderately bright, likely from overhead fluorescent lights, creating some shadows on his face. The scene remains static throughout the video, with no discernible camera movement or changes in the background.",neutral
Ses03F_impro08_M022,xxx,M,right,137.3,140.97,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M022.avi,"The video features a young adult male with short black hair, a light beard, and a five o'clock shadow, seated in a director's chair. He is wearing a red t-shirt and dark shorts, with a white cast on his right arm. Initially, he looks down at his arm, then shifts his gaze forward as he begins to speak. His mouth moves as he talks, and he blinks naturally throughout. His facial expression remains relatively neutral, with no significant changes in eyebrow position or mouth shape. He makes small hand gestures while speaking, but his body language is otherwise still due to the injury. His head remains mostly upright, with slight tilts and nods as he speaks. The overall impression is one of focused communication, possibly explaining something related to his injury given the cast. His neutral expression, combined with the downward glance initially, suggests concentration on his arm and the information he is conveying. The lack of pronounced facial expressions or body movements reinforces this sense of focus. The setting is a room with plain walls and a metal table holding a microphone and a bottle. The lighting is even and moderately bright, coming from overhead fluorescent lights.",neutral
Ses03F_impro08_M023,xxx,M,right,141.03,143.26,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M023.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a room with plain white walls and a partially visible doorway. He is wearing a maroon t-shirt and dark shorts, with a small, possibly metallic, stud earring visible in his left ear. His short, straight black hair is neatly styled, and he has light stubble on his face. The man is engaged in conversation, indicated by subtle mouth movements as he talks. His gaze is directed slightly downwards, suggesting focus on something off-camera, perhaps notes or a script. His expression remains neutral throughout, with no significant changes in eyebrow position or mouth shape. He maintains a relatively still posture, with minimal body movement aside from slight hand gestures accompanying his speech. His head remains mostly still, facing forward, with occasional subtle nods for emphasis during his dialogue. The lighting in the room is even but somewhat dim, casting soft shadows on his face. Overall, the impression is one of calm engagement and attentiveness to the unseen subject of his conversation.",neutral
Ses03F_impro08_M024,xxx,M,right,145.25,150.35,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M024.avi,"The video features a young adult male of East Asian descent seated in a director's chair, engaged in a presentation or conversation. He has short, straight black hair and is clean-shaven with light stubble. Dressed in a maroon t-shirt and dark shorts, he maintains a generally neutral expression throughout, with his gaze directed slightly downwards towards something off-camera, possibly notes or a script. His head remains relatively still, facing forward, with occasional subtle nods for emphasis during his speech.

His facial expressions are minimal, primarily involving natural blinking and slight mouth movements as he speaks. The corners of his mouth remain mostly neutral, occasionally turning slightly upwards when he emphasizes certain points. His eyebrows stay relaxed, without significant furrowing or raising. He uses hand gestures to accompany his speech, though these are not overly animated. His body language is composed and focused, indicative of someone delivering information in a formal setting.

The man's overall demeanor suggests a calm and collected emotional state, with no strong displays of emotion such as happiness or anger. His speech is steady, with natural pauses between phrases, and his energy level remains consistent, reflecting a professional and controlled delivery. The combination of his neutral expression, minimal facial movements, and measured hand gestures supports an interpretation of a focused and serious emotional state",neutral
Ses03F_impro08_M025,xxx,M,right,150.38,153.0165,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M025.avi,"The video features a young adult male of East Asian descent seated in a director's chair in a room with plain white walls and a partially visible doorway. He is wearing a maroon t-shirt and dark shorts, with short, straight black hair and light stubble on his face. The lighting is even but somewhat dim, casting subtle shadows. Initially, he maintains a neutral expression, looking slightly downwards, possibly at something off-screen. As he begins to speak, his mouth moves, and his teeth become briefly visible. His gaze shifts towards the camera as he continues talking, and his expression becomes more engaged. He makes small hand gestures while speaking, and his head remains relatively still, facing forward with occasional slight tilts. His eyebrows remain mostly neutral, with subtle movements coinciding with his speech. He blinks naturally throughout the video. His overall demeanor suggests a focused and attentive state, with his body language indicating engagement in the conversation or presentation. The combination of his facial expressions, hand gestures, and head movements contributes to an impression of active communication and attentiveness.",neutral
Ses03F_impro08_M026,fru,M,right,157.11,160.24,utterance_clips/Session3/Ses03F_impro08/Ses03F_impro08_M026.avi,"The video features a young adult male with short black hair, centered in the frame, wearing a dark red t-shirt and dark shorts. He is unshaven and has no visible accessories. Initially, he looks down at his hand, which he holds near his face, with a neutral expression. His mouth corners are slightly downturned, and his eyebrows remain neutral. He then lifts his head and turns slightly to the right, shifting his gaze forward as if addressing someone off-camera. As he begins to speak, his mouth moves, and his teeth become briefly visible. His mouth corners turn upwards into a subtle smile, and his eyebrows raise slightly, suggesting a shift from a neutral to a more engaged or positive emotional state. He makes small nodding motions with his head while speaking, indicating agreement or emphasis. His body language remains relatively still, with minimal movement aside from these head nods and the movement of his mouth as he talks. The overall impression is one of a casual conversation, possibly explaining something or sharing information. The lighting is dim, coming from above, casting some shadows on his face.",neutral
Ses03F_script01_1_F000,xxx,F,left,3.257,10.0721,utterance_clips/Session3/Ses03F_script01_1/Ses03F_script01_1_F000.avi,"The video features a young adult East Asian woman with fair skin and dark hair styled in an updo, sitting on a chair against a plain white wall. She wears a rust-colored v-neck top and dark pants, accessorized with a watch on her left wrist and a bracelet on her right. Her face is round, with almond-shaped eyes featuring double eyelids, a normal nose with a rounded tip, and natural pink lips. Initially, she maintains a neutral expression, her gaze directed downwards towards her lap, with her hands resting there. Her head is slightly tilted down, and her eyebrows remain neutral. She begins to speak, her mouth moving as she forms words, and her teeth become briefly visible. As she continues talking, her head lifts slightly, and her gaze shifts upwards, though still directed off-screen. Her facial expression subtly changes, becoming more pensive or thoughtful, indicated by a slight furrowing of her brows. Her body language remains relatively still throughout, with minimal movement aside from the subtle shifts in her head position and the movement of her mouth as she speaks. The lighting in the room is even and moderately bright, coming from a source in front of her. The overall impression is one of quiet contemplation or focused engagement in conversation, conveyed through subtle changes in",happy
Ses03F_script01_1_F001,xxx,F,left,11.6048,16.5588,utterance_clips/Session3/Ses03F_script01_1/Ses03F_script01_1_F001.avi,"A young adult East Asian woman with shoulder-length black hair styled in a bun is seated against a plain white wall, wearing a reddish-brown v-neck top and dark pants. She has minimal or no makeup and no visible accessories. Her gaze is directed downwards towards her lap, where she holds an unseen object. Initially, her expression is neutral, with her mouth corners slightly downturned. As she begins to speak, her lips move, and her jaw works as she forms words. Her eyebrows remain relatively neutral throughout, without significant raising or furrowing. Her head remains mostly still, facing forward, with occasional slight tilts and nods. Her body language is relaxed, with subtle hand gestures accompanying her speech. As she continues speaking, her expression shifts subtly, becoming more pensive, reflecting the content of her speech. This shift is marked by a slight furrowing of her brows and a more focused gaze. Her overall demeanor suggests a calm and thoughtful engagement with her topic. The lighting is even and moderately bright, coming from a source in front of her. The scene remains static, with no camera movement or changes in background.",neutral
Ses03F_script01_1_F002,xxx,F,left,17.5989,19.5969,utterance_clips/Session3/Ses03F_script01_1/Ses03F_script01_1_F002.avi,"A young adult woman with dark hair pulled back into a bun sits centered in the frame against a plain white wall. She wears a coral-colored v-neck top and dark pants, with her hands restrained by handcuffs on her wrists. Her gaze is directed downwards towards her lap, and her mouth corners are slightly downturned, giving her a neutral or slightly pensive expression. Her eyebrows remain neutral throughout, showing no significant change in angle. She speaks, indicated by subtle movements of her lips and jaw, but her overall facial expression remains consistent. Her body language is limited due to the restraints, with minimal movement besides slight shifts in posture. The lighting is dim, casting shadows on her face, making it difficult to discern finer details like eye color or skin tone. The scene remains static, with no camera movement or changes in background. The combination of her restrained posture, downward gaze, and slightly downturned mouth suggests a state of pensiveness or mild distress. The lack of dynamic facial expressions or significant body movements further reinforces this impression of subdued emotion.",happy
