sr_no,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,path,vlm_analysis
7812,"Uhh, look Katie, uh listen, we-we need to talk.",Joey,fear,negative,789,3,5,15,"0:09:02,625","0:09:05,920",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt3.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by slight eyebrow raises and lip movements. His gaze shifts between the woman on the couch and the surrounding cafe patrons, indicating active engagement in the conversation. He uses hand gestures to emphasize his points, suggesting enthusiasm and interest. His head remains mostly upright, with occasional nods and tilts, reinforcing his involvement in the dialogue. As the conversation progresses, his expression becomes more animated, reflecting increasing engagement. Towards the end, a subtle smile appears, indicating a positive shift in the interaction. This smile is accompanied by relaxed facial muscles and a slight upturn of the mouth corners, suggesting a pleasant conclusion to the exchange. Overall, the speaker's emotional arc moves from neutral to engaged, then to enthusiastic, culminating in a brief moment of happiness."
7813,Okay?,Joey,neutral,neutral,789,4,5,15,"0:09:05,920","0:09:06,116",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt4.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by subtle eyebrow raises and slight lip movements. His gaze remains directed towards the woman seated on the couch, indicating focused attention. He uses hand gestures while speaking, suggesting an attempt to emphasize his points. His head remains relatively still, with occasional nods and slight turns, reinforcing his engagement in the conversation. As the clip progresses, his expression becomes slightly more animated, reflecting increasing involvement in the discussion. Towards the end, there is a brief smile, indicated by a slight upturn of the mouth corners, suggesting a positive shift in the interaction. This smile is accompanied by a relaxed posture, further emphasizing the positive turn in the conversation. Overall, the speaker's emotional arc moves from neutral to engaged, with a brief peak of positivity towards the end."
7814,"Umm, look I like you.",Joey,fear,negative,789,5,5,15,"0:09:06,212","0:09:08,304",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt5.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as they speak, indicated by subtle eyebrow raises and lip movements. Their gaze remains directed towards the woman beside them, suggesting focused attention. The speaker's head tilts slightly forward, indicating engagement, while their body language remains relatively still, emphasizing verbal communication. As the conversation progresses, the speaker's expression becomes more animated, reflecting active participation. Towards the end, there is a slight upturn of the mouth corners, hinting at a brief smile, possibly in response to something said or an internal thought. This shift suggests a transition from neutrality to engagement, then to a momentary positive affect. The speaker's facial expressions, including eyebrow movements and lip articulation, combined with their head and body language, contribute to the evolving emotional state."
7815,"I-I really do, I like you a lot.",Joey,fear,negative,789,6,5,15,"0:09:08,304","0:09:11,316",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt6.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by slight eyebrow raises and lip movements. His gaze remains directed towards the woman, suggesting attentiveness. He nods slightly while speaking, indicating agreement or emphasis. His body language includes leaning forward, which conveys engagement and interest. As the conversation progresses, his expression becomes more animated, reflecting increasing engagement. Towards the end, there is a subtle smile, suggesting a positive shift in emotion. This combination of facial expressions, head movements, and body language indicates an evolving emotional state from neutral to engaged and then to a positive interaction."
7816,Okay?,Joey,anger,negative,789,7,5,15,"0:09:11,316","0:09:11,462",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt7.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by slight eyebrow raises and lip movements. His gaze remains directed towards the woman, indicating attentiveness. He nods occasionally, suggesting agreement or emphasis, while his body language includes hand gestures that emphasize his points. As the conversation progresses, his expression becomes more animated, reflecting engagement and interest. Towards the end, there is a subtle shift in his expression, possibly indicating a hint of amusement or satisfaction, as seen in a slight upturn of his mouth corners. This change is accompanied by continued hand gestures and a relaxed posture, suggesting a positive conclusion to the interaction. Overall, the speaker's emotional arc moves from neutral to engaged, then to a more positive state, culminating in a brief smile."
7817,"But sometimes when you, when you playfully punch me like that it-it feels like someone's hitting me with a very tiny but very",Joey,joy,positive,789,8,5,15,"00:09:11,551","00:09:20,392",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt8.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks. His eyebrows raise slightly, and his mouth corners turn upwards, indicating interest and engagement. He nods occasionally, suggesting agreement or emphasis, and uses hand gestures to further emphasize his points. His gaze shifts between looking directly at the camera and glancing down or to the side, reflecting thoughtfulness. As the conversation progresses, his expression becomes more animated, with more pronounced eyebrow raises and mouth movements. He continues to nod and gesture, maintaining an engaged and interested demeanor. Towards the end, his expression returns to a more neutral state, though he maintains a level of engagement through continued eye contact and subtle facial movements. The overall impression is that the speaker is actively participating in a conversation, expressing interest and engagement through dynamic facial expressions, head movements, and body language."
7818,"Aww, like I could hurt you. Are you making fun of my size? Don't make fun of me because of my size!",Katie,surprise,positive,789,9,5,15,"00:09:22,353","00:09:28,084",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia789_utt9.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the person she is addressing, suggesting focused attention. She nods slightly while speaking, indicating agreement or emphasis. Her body language is relatively still, with minimal movement, suggesting a calm and controlled presence. As the conversation progresses, her expression becomes more animated, reflecting engagement and interest. Towards the end, there is a slight upturn of her mouth corners, hinting at a brief smile, possibly in response to something said or as a way to conclude the interaction positively. Overall, the speaker's emotional arc moves from neutral to engaged and interested, concluding with a hint of positivity."
7819,"Oh, Joey! Sorry!",Rachel,surprise,negative,790,0,1,18,"00:06:24,467","00:06:26,885",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia790_utt0.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks. His eyebrows raise slightly, indicating interest or emphasis, while his mouth corners turn upwards, suggesting engagement. He nods subtly, reinforcing his points, and uses hand gestures to emphasize his words. His gaze remains directed towards the person he is addressing, maintaining eye contact throughout. As the conversation progresses, his facial expressions shift from neutral to engaged, marked by raised eyebrows and upturned mouth corners. This change reflects an increase in interest and engagement in the conversation. His body language, including nodding and gesturing, further supports this transition, indicating active participation and emphasis on his speech. The combination of these facial expressions, head movements, and body language suggests a shift from a neutral to a more engaged and interested emotional state."
7820,They made you head of the department!,Rachel,joy,positive,791,0,8,12,"00:01:55,115","00:02:00,202",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt0.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as they speak. This shift is marked by subtle eyebrow raises and slight lip movements, indicating active participation in the conversation. The speaker's gaze remains directed towards someone off-screen, suggesting focused attention. As the clip progresses, the speaker's mouth corners turn upwards slightly, hinting at a positive or agreeable sentiment. The head remains relatively still, with occasional nods and tilts that emphasize points being made. The body language is relaxed yet attentive, with minimal movement beyond what is necessary for speech. The overall impression is one of a calm and engaged individual participating in a dialogue."
7821,"No, I get to teach one of his advanced classes!  Why didnt I get head of the department?",Ross,joy,positive,791,1,8,12,"00:01:55,115","00:02:04,373",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt1.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as they speak. This shift is marked by subtle eyebrow raises and slight lip movements, indicating active listening and engagement. As the conversation progresses, the speaker's expression becomes more animated, with more pronounced eyebrow movements and mouth corner adjustments, suggesting increasing enthusiasm or emphasis. Towards the end, there is a slight smile, indicated by upturned mouth corners, reflecting a positive or agreeable sentiment. Throughout, the speaker maintains consistent eye contact, nodding occasionally, which reinforces their engagement and agreement. The speaker's body language remains relatively still, with minimal movement, focusing attention on facial expressions and speech. The combination of these facial actions, head movements, and sustained gaze suggests an evolving emotional state from neutrality to engagement and mild positivity."
7822,"Oh! Hey Rach, listen umm",Joey,neutral,neutral,791,2,8,12,"0:02:05,375","0:02:06,877",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt2.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the man, suggesting focused attention. She occasionally nods her head, indicating agreement or emphasis, while her body language remains relatively still, with minor shifts in posture. Her facial expressions evolve from neutral to engaged, marked by subtle eyebrow raises and lip movements, reflecting active participation in the conversation. The combination of these facial actions, along with her consistent gaze and occasional nods, suggests an engaged and attentive emotional state."
7823,Yeah.,Rachel,neutral,neutral,791,3,8,12,"0:02:06,877","0:02:07,381",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt3.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by subtle eyebrow raises and slight lip movements. His gaze remains directed towards the woman beside him, suggesting attentiveness. He maintains a relaxed posture, leaning back slightly against the couch, with minimal body movement. As the conversation progresses, his expression becomes more animated, reflecting engagement and interest. This shift is marked by increased facial activity, including subtle eyebrow raises and lip movements, while his head remains relatively still, tilted slightly downwards. The overall impression is one of a calm and attentive individual actively participating in the conversation."
7824,"I got a big date coming up, do you know a good restaurant?",Joey,neutral,neutral,791,4,8,12,"00:02:07,502","00:02:10,003",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt4.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by subtle eyebrow raises and slight lip movements. His gaze remains directed towards the woman beside him, suggesting attentiveness. He nods occasionally, indicating agreement or understanding, while his body language remains relaxed, leaning back slightly. As the conversation progresses, his expression becomes more animated, reflecting engagement and interest. Towards the end, there is a slight upturn of his mouth corners, hinting at a brief smile, possibly in response to something said or an internal thought. This shift suggests a transition from neutrality to engagement, then to a momentary positive affect. The combination of raised eyebrows, lip movements, and nodding reinforces the impression of active participation and interest in the conversation."
7825,"Uh, Pauls Café. They got great food and its really romantic.",Rachel,neutral,neutral,791,5,8,12,"00:02:10,588","00:02:15,259",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt5.mp4,"The woman begins with a neutral expression, her mouth corners slightly upturned, suggesting a subtle smile. Her gaze is directed towards the man, indicating engagement. As she speaks, her eyebrows raise slightly, and her mouth moves dynamically, reflecting active participation in the conversation. She occasionally nods her head subtly, reinforcing her engagement. Her body language remains relatively still, with minimal movement, suggesting focused attention. Later, her expression shifts to a more serious demeanor, marked by a slight furrowing of her brows and a tightening of her lips. This change in facial expression, combined with her continued gaze towards the man, suggests a shift in the tone of the conversation, possibly towards a more serious topic. Towards the end, her expression softens again, returning to a neutral state with a hint of a smile, indicated by the slight upturn of her mouth corners. Throughout the clip, her head remains mostly still, facing the man, with occasional slight tilts. Her overall demeanor transitions from engaged and subtly positive to serious and then back to a more relaxed and positive state."
7826,"Ooh, great! Thanks!",Joey,joy,positive,791,6,8,12,"00:02:15,426","00:02:16,844",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt6.mp4,"The speaker begins with a neutral expression, which transitions to a slight frown, indicating mild frustration or concern. This is evident through subtle furrowing of the brow and a slight downturn of the mouth corners. As he speaks, his head remains relatively still, facing slightly towards the woman, with occasional small nods and tilts. His gaze is directed primarily at the woman, suggesting engagement in the conversation. He uses hand gestures while speaking, adding emphasis to his words. The overall body language suggests a focused and somewhat tense interaction, with the slight frown and furrowed brows being key indicators of his emotional state."
7827,"Yeah! Oh, and then afterwards you can take her to the",Rachel,neutral,neutral,791,7,8,12,"00:02:17,011","00:02:20,556",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt7.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by subtle eyebrow raises and slight lip movements. His gaze remains directed towards the woman, suggesting attentiveness. He nods occasionally, indicating agreement or understanding, and his body language shows slight shifts in posture, reflecting engagement in the conversation. As the clip progresses, his expression becomes more animated, with more pronounced eyebrow movements and lip articulation, suggesting increasing enthusiasm or emphasis. Towards the end, there is a brief smile, marked by upturned mouth corners, indicating a positive shift in emotion. This smile is accompanied by a slight head tilt, reinforcing the positive affect. Overall, the speaker's emotional arc moves from neutral to engaged, then enthusiastic, culminating in a brief moment of positivity."
7828,"You sure are naming a lot of ways to postpone sex, Ill tell ya",Joey,neutral,neutral,791,8,8,12,"00:02:27,438","00:02:31,066",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt8.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, indicated by subtle eyebrow raises and slight lip movements. His gaze remains directed towards the woman throughout, suggesting attentiveness. He holds a mug, indicating a casual setting, and his body language is relaxed, with minimal movement aside from gesturing. As the conversation progresses, his expression becomes more animated, reflecting engagement and interest. This shift is marked by increased facial activity, including more pronounced eyebrow movements and lip articulation. His head remains relatively still, with occasional nods and tilts, further emphasizing his active participation in the dialogue. Towards the end, there is a subtle smile, suggesting a positive or agreeable conclusion to the interaction. The combination of these facial expressions, head movements, and body language indicates an evolving emotional state from neutrality to engagement and mild amusement."
7829,"Ooh, I miss dating.",Rachel,sadness,negative,791,9,8,12,"0:02:31,568","0:02:33,737",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt9.mp4,"The speaker begins with a neutral expression, which transitions to a cheerful demeanor as he smiles and talks. His mouth corners turn upwards, and his teeth become visible during speech. He nods slightly while talking, indicating engagement and agreement. His gaze remains directed towards the woman throughout the interaction. The speaker's body language is relaxed, with no significant movement beyond the slight head nods. The combination of smiling, nodding, and direct gaze suggests a positive and engaged emotional state."
7830,Gettin all dressed up and going to a fancy restaurant.,Rachel,neutral,neutral,791,10,8,12,"0:02:33,737","0:02:36,343",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt10.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as they speak, indicated by subtle eyebrow raises and lip movements. Their gaze remains directed towards the person holding the magazine, suggesting focused attention. The speaker's head tilts slightly forward, indicating engagement, while their body language remains relatively still, emphasizing verbal communication. The final emotional state is one of engagement, supported by facial expressions such as slight eyebrow raises and lip movements, along with a consistent gaze and forward head tilt."
7831,"Im not gonna be able to do that for so long, and its so much fun!",Rachel,joy,positive,791,11,8,12,"00:02:37,157","00:02:41,410",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt11.mp4,"The speaker begins with a neutral expression, which transitions to a more serious demeanor as she speaks, indicated by her slightly furrowed brows and downturned mouth corners. Her gaze remains directed towards the man throughout the conversation, suggesting focused engagement. She nods subtly while speaking, indicating agreement or emphasis, and her body language remains relatively still, with minimal movement apart from these subtle nods. As the conversation progresses, her expression shifts back to neutral, and she briefly smiles, suggesting a moment of connection or amusement. This shift is marked by a slight upturn of her mouth corners and a softening of her brow. The overall emotional arc for the speaker is neutral to serious to engaged to neutral to briefly amused."
7832,I mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun.,Rachel,neutral,neutral,791,12,8,12,"00:02:42,120","00:02:46,248",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt12.mp4,"The speaker begins with a neutral expression, which transitions to a more serious demeanor as he speaks, indicated by furrowed brows and a focused gaze. His mouth corners initially downturned, shift slightly upwards as he continues talking, suggesting a subtle change in his emotional state. He nods occasionally, indicating engagement in the conversation. His body language remains relatively still, with slight shifts in posture, reflecting a calm and attentive demeanor. The speaker's facial expressions evolve from neutral to serious, then to a more engaged and slightly positive expression, marked by the upward movement of his mouth corners. This progression suggests an initial seriousness that gives way to a more engaged and possibly positive interaction as the conversation progresses."
7833,"Hey, yknow what?",Joey,neutral,neutral,791,13,8,12,"0:02:47,959","0:02:48,881",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt13.mp4,"The speaker begins with a neutral expression, which transitions to a more serious demeanor as he speaks, indicated by furrowed brows and downturned mouth corners. His gaze remains directed downwards towards his mug, suggesting contemplation or focus. He exhibits subtle head nods and tilts, indicating engagement in the conversation. His body language is relatively still, with slight hand movements around the mug, reflecting a relaxed yet attentive posture. As the clip progresses, the speaker's expression shifts slightly, showing hints of amusement or agreement, marked by a subtle upturn of his mouth corners. This change suggests a positive shift in his emotional state, possibly in response to something said or thought. The overall emotional arc begins with neutrality, moves through seriousness, and concludes with a hint of amusement or agreement."
7834,Huh?,Rachel,neutral,neutral,791,14,8,12,"0:02:48,881","0:02:51,403",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt14.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by subtle eyebrow raises and lip movements. His gaze shifts between looking down and towards someone off-screen, indicating active listening and engagement. He nods slightly while speaking, suggesting agreement or emphasis. His body language remains relatively still, with slight shifts in posture, reflecting a focused and attentive state. As the conversation progresses, his expression becomes more animated, with more pronounced mouth movements and eyebrow raises, indicating increasing engagement and interest. Towards the end, there is a brief smile, characterized by upturned mouth corners, suggesting a positive shift in emotion. This smile is accompanied by a slight head tilt, reinforcing the positive turn in his emotional state. Overall, the speaker's emotional arc moves from neutral to engaged, then briefly to positive, driven by facial expressions like eyebrow raises and smiles, along with head and gaze movements that reflect attentiveness and responsiveness."
7835,Why dont I take you out?,Joey,neutral,neutral,791,15,8,12,"0:02:51,403","0:02:51,592",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt15.mp4,"The speaker begins with a neutral expression, which transitions to a cheerful demeanor characterized by upturned mouth corners and visible teeth. This shift is accompanied by a slight head tilt to the right and a gaze directed off-screen, suggesting engagement with someone outside the frame. The speaker's eyebrows remain relatively neutral throughout, while the upturned mouth corners and visible teeth indicate a smile. The relaxed posture and subtle head movements suggest a comfortable and engaged interaction. The transition from neutrality to cheerfulness is marked by the change in mouth position and the accompanying head tilt, indicating a positive emotional response."
7836,"What?! Joey, you dont want to go on a date with a pregnant lady.",Rachel,surprise,negative,791,16,8,12,"00:02:52,046","00:02:55,007",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt16.mp4,"The woman on the right begins with a neutral expression, which transitions to a cheerful demeanor as she speaks, indicated by her upturned mouth corners and slight eyebrow raise. Her gaze remains directed towards the man throughout the interaction. She exhibits subtle head nods and tilts, suggesting engagement and agreement. Her body language is relaxed, with minimal movement aside from these subtle gestures. The woman's cheerful expression is primarily conveyed through her facial expressions, particularly the upturned corners of her mouth and the slight raising of her eyebrows. These expressions, combined with her engaged gaze and subtle head movements, suggest a positive and interactive emotional state."
7837,Yes I do!,Joey,joy,positive,791,17,8,12,"00:02:55,175","00:02:58,051",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt17.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by slight eyebrow raises and lip movements. His gaze remains directed towards the woman, indicating attentiveness. He uses hand gestures to emphasize his points, suggesting an active engagement in the conversation. His head nods slightly, reinforcing his involvement. As the clip progresses, his expression becomes more animated, reflecting increasing engagement. Towards the end, there is a subtle shift in his expression, possibly indicating a hint of amusement or agreement, as seen in a slight upturn of his mouth corners. This change is accompanied by continued hand gestures and a consistent gaze towards the woman, maintaining the conversational flow. Overall, the speaker's emotional arc moves from neutral to engaged, with a possible hint of amusement or agreement towards the end."
7838,"And were gonna go out, were gonna have a good time, and take your mind off of childbirth and c-sections and-and giant baby heads stretching out",Joey,joy,positive,791,18,8,12,"00:02:55,175","00:03:05,100",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt18.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he talks, indicated by slight eyebrow raises and lip movements. His gaze shifts between the woman and the magazine, suggesting active listening and engagement. He uses hand gestures to emphasize his points, indicating enthusiasm and interest. His head remains mostly upright but occasionally tilts slightly, further showing attentiveness. As the conversation progresses, his expression becomes more animated, reflecting growing enthusiasm. This is accompanied by more pronounced hand gestures and subtle smiles, suggesting a positive shift in mood. Towards the end, his expression returns to a more neutral state, though still engaged, with less pronounced facial movements. Overall, the speaker's emotional arc moves from neutral to engaged and enthusiastic, then back to neutral, driven by dynamic facial expressions, head movements, and body language."
7839,Okay! Ill go with ya! Ill go! Ill go with ya.,Rachel,joy,positive,791,19,8,12,"00:03:05,268","00:03:06,768",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt19.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, marked by subtle eyebrow raises and lip movements. Her gaze remains directed towards the listener, indicating attentiveness. She uses hand gestures to emphasize her points, suggesting active engagement in the conversation. Her head nods slightly, reinforcing her involvement in the dialogue. As the clip progresses, her expression becomes more animated, reflecting increasing enthusiasm. This shift is accompanied by more pronounced eyebrow movements and dynamic mouth expressions. Towards the end, her expression softens, and a slight smile appears, signaling a positive conclusion to her speech. The combination of these facial actions, head movements, and body language creates an overall impression of a speaker who starts neutrally, becomes increasingly engaged and enthusiastic, and concludes with a sense of satisfaction or contentment."
7840,Ill be fun.,Joey,neutral,neutral,791,20,8,12,"0:03:06,936","0:03:07,979",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt20.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he talks, indicated by slight eyebrow raises and lip movements. His gaze remains directed towards the woman, suggesting attentiveness. He uses hand gestures to emphasize his points, indicating active engagement in the conversation. As the clip progresses, his expression becomes more animated, reflecting increasing involvement in the discussion. Towards the end, there is a subtle shift in his expression, possibly hinting at amusement or agreement, marked by a slight upturn of the mouth corners. This change is accompanied by continued hand gestures and a relaxed posture, reinforcing the positive tone of the interaction. Overall, the speaker's emotional arc moves from neutral to engaged and then to a more positive, possibly amused state."
7841,All right?,Rachel,neutral,neutral,791,21,8,12,"0:03:07,979","0:03:09,508",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia791_utt21.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as she speaks, indicated by subtle eyebrow raises and slight lip movements. Her gaze remains directed towards the other person, suggesting active listening and engagement. She uses hand gestures while speaking, adding emphasis to her words. Her head remains relatively still, with occasional nods and tilts, further indicating attentiveness. As the conversation progresses, her expression becomes more animated, reflecting increasing engagement. Towards the end, there is a slight upturn of her mouth corners, hinting at a brief smile, suggesting a positive shift in her emotional state. Overall, the speaker's emotional arc moves from neutral to engaged and then briefly to a positive state, driven by facial expressions like eyebrow raises and mouth movements, along with body language such as hand gestures and head nods."
7842,Hi!,Rachel,joy,positive,792,0,9,19,"0:09:17,724","0:09:18,986",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia792_utt0.mp4,"The speaker begins with a neutral expression, which transitions to mild frustration, and concludes with a brief smile. Initially, his facial expressions include a neutral mouth position and a focused gaze directed at the script. As he becomes frustrated, there is a subtle furrowing of his brow and a slight tightening around his mouth. His head remains relatively still, with occasional nods and tilts for emphasis. Later, his expression softens slightly, and a brief smile appears, indicated by a slight upturn of the mouth corners. Throughout, his body language remains relaxed, with minimal movement aside from subtle head gestures. The overall emotional arc suggests an initial neutral engagement that shifts to mild frustration before concluding with a hint of amusement or satisfaction."
7843,Hey!,Joey,joy,positive,792,1,9,19,"0:09:18,986","0:09:19,197",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia792_utt1.mp4,"The speaker begins with a neutral expression, which transitions to mild frustration, and concludes with a brief smile. Initially, his mouth corners are slightly downturned, reflecting neutrality. As he speaks, his eyebrows furrow slightly, indicating mild frustration. His gaze remains directed downwards towards the script, suggesting concentration. He occasionally nods and shakes his head subtly, reinforcing the impression of frustration. His body language is relatively still, with slight shifts in posture, indicating engagement with the material. Later, his mouth corners turn upwards briefly, forming a smile, signaling a shift to a more positive emotion. This change is accompanied by a subtle relaxation of facial muscles, particularly around the mouth, and a slight lift in his head position. The overall emotional arc moves from neutral to mildly frustrated, then briefly to a positive state."
7844,"Joey, I gotta tell ya, I've been thinking",Rachel,neutral,neutral,792,2,9,19,"00:09:19,309","00:09:24,106",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia792_utt2.mp4,"The speaker begins with a neutral expression, which transitions to a more animated demeanor as he speaks, marked by dynamic mouth movements and slight eyebrow raises. His gaze shifts between looking directly at the camera and glancing down at the book, indicating engagement with both the viewer and his material. He nods occasionally, suggesting agreement or emphasis, while gesturing with his hands to underscore points. His head remains mostly upright but tilts slightly downward when reading, reflecting concentration. As the clip progresses, his facial expressions become more animated, with pronounced lip movements and subtle eyebrow raises, conveying enthusiasm. His body language includes hand gestures and slight head tilts, reinforcing his engaged and enthusiastic state. Towards the end, his expression returns to a more neutral state, with less pronounced facial movements, though he maintains an engaged demeanor through continued hand gestures and direct gaze. Overall, the speaker's emotional arc moves from neutral to engaged and enthusiastic, then back to neutral, driven by dynamic facial expressions, hand gestures, and head movements."
7845,"Oh, you know, the writing was good, and the director is good,    and... and my co-star's good",Joey,joy,positive,792,3,9,19,"00:09:24,273","00:09:32,197",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia792_utt3.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by slight eyebrow raises and mouth movements. His gaze remains directed towards the off-screen listener, indicating focused attention. He nods subtly while speaking, suggesting agreement or emphasis, and his body language includes hand gestures that accompany his speech, adding expressiveness. As the conversation progresses, his expression becomes more animated, reflecting engagement and interest. Towards the end, a brief smile appears, indicated by upturned mouth corners, suggesting a positive shift in emotion. This smile is accompanied by a slight relaxation of facial muscles, contrasting with earlier expressions of engagement. Overall, the speaker's emotional arc moves from neutral to engaged, then briefly to positive, driven by dynamic facial expressions, head movements, and body language."
7846,"God, you have to tell me what happens tomorrow!",Rachel,joy,positive,792,4,9,19,"00:09:35,909","00:09:38,036",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia792_utt4.mp4,"The speaker begins with a neutral expression, which transitions to frustration, indicated by furrowed brows and a tense jaw. This frustration is evident through her head shaking and gesturing with hands, suggesting an attempt to emphasize her points. Her gaze remains directed towards the camera, maintaining engagement with the viewer. As the clip progresses, her expression briefly shifts to a smile, marked by upturned mouth corners and relaxed facial muscles, before returning to a neutral state. The smile suggests a momentary positive shift in her emotional state, possibly in response to something said or thought. Throughout, her body language remains relatively still, with hand gestures being the primary movement. The combination of furrowed brows, tense jaw, and head shaking during the frustrated phase, along with the brief smile, illustrates a dynamic emotional arc that moves from neutrality to frustration and back to a more neutral, possibly slightly positive state."
7847,"Ow, I'm just going over the script now! You wanna read lines with    me?",Joey,surprise,positive,792,5,9,19,"00:09:38,245","00:09:41,039",train,/mnt/Work/ML/Code/EmoRecVid/MELD.Raw/train/train_splits/dia792_utt5.mp4,"The speaker begins with a neutral expression, which transitions to a more engaged demeanor as he speaks, marked by slight eyebrow raises and lip movements. His gaze remains directed towards someone off-screen, suggesting active engagement. He uses hand gestures to emphasize his points, indicating an increase in expressiveness. As the clip progresses, his facial expressions become more animated, reflecting growing enthusiasm. His head nods slightly, further emphasizing his points. Towards the end, a subtle smile appears, suggesting a shift to a more positive or amused emotional state. This smile is accompanied by a slight upturn of the mouth corners, indicating a transition from neutrality to mild amusement or satisfaction. Throughout the clip, his body language remains relatively still, with primary movement coming from his hands and head. The combination of these facial actions, head movements, and body language suggests a dynamic and engaging communication style, evolving from initial neutrality to a more expressive and positive state."
